ID,Название,Полное название,Email,Сайт,Раздел,Категории,Мобильные,Немобильные,Факс,Город,Адрес
'70000001025243091,OZON.ru,"OZON.ru, интернет-гипермаркет",,http://www.ozon.ru/?partner=link2gis,Автосервис / Автотовары,Книги | CD / DVD / BD | Аудиотехника / Видеотехника | Игрушки | Сувениры | Бытовая техника | Косметика / Парфюмерия | Зоотовары | Мобильные телефоны | Снаряжение для туризма и отдыха | Строительные материалы | Отделочные материалы | Учебная литература | Телефоны / Радиотелефоны | Аксессуары к мобильным телефонам | Запчасти / аксессуары для бытовой техники | Компьютеры / Комплектующие | Элементы питания | Автозвук | Проекционное оборудование | Оргтехника | Расходные материалы для оргтехники | Системы безопасности и охраны | Автоаксессуары | Навигационное оборудование | Кондиционеры | Электроинструмент | Светотехника | Средства гигиены | Часы / Аксессуары | Садово-парковая мебель / Аксессуары | Садово-огородный инвентарь / техника | Швейное оборудование | Товары для творчества и рукоделия | Посуда | Портьерные ткани / Шторы | Спортивный инвентарь | Постельные принадлежности / Текстиль для дома | Ткани | Хозяйственные товары | Швейная фурнитура | Бытовая химия | Ковры | Декоративные элементы / покрытия | Офисная мебель | Мягкая мебель | Корпусная мебель | Мебель для ванных комнат | Плетёная мебель / изделия | Мебель из стекла | Детская мебель | Бескаркасная мебель | Металлическая мебель для помещений | Пластиковая мебель | Лакокрасочные материалы | Сантехника / Санфаянс | Слесарно-монтажный инструмент | Абразивный инструмент | Измерительный инструмент | Металлорежущий инструмент | Деревообрабатывающий инструмент | Малярный инструмент | Пневмоинструмент | Металлообрабатывающее оборудование | Электронагревательное оборудование | Электротехническая продукция | Электроустановочная продукция | Кабель / Провод | Обои | Настольные игры | Радиоуправляемые модели | Канцелярские товары / Учебные принадлежности | Товары для новорождённых | Спортивная одежда / обувь | Детская одежда | Нижнее бельё | Головные / шейные уборы | Меха / Дублёнки / Кожа | Чулочно-носочные изделия | Трикотажные изделия | Джинсовая одежда | Женская одежда | Мужская одежда | Товары для беременных / Товары для кормящих мам | Верхняя одежда | Школьная форма | Товары для охоты | Велосипеды | Электрические транспортные средства | Медицинские приборы / аппараты | Спортивное питание | Каркасно-тентовые конструкции | Товары для рыбалки | Сумки / Кожгалантерея | Ювелирные изделия | Новогодние товары | Чай / Кофе | Кофемашины | Заказ продовольственных / хозяйственных товаров на дом | Лекарственные препараты, , +7 (495) 730-67-67;8-800-234-60-06,,г. Москва,"Октябрьской революции, 404"
'70000001025241371,OZON.ru,"OZON.ru, интернет-гипермаркет",,http://www.ozon.ru/?partner=link2gis,Автосервис / Автотовары,Книги | CD / DVD / BD | Аудиотехника / Видеотехника | Игрушки | Сувениры | Бытовая техника | Косметика / Парфюмерия | Зоотовары | Мобильные телефоны | Снаряжение для туризма и отдыха | Строительные материалы | Отделочные материалы | Учебная литература | Телефоны / Радиотелефоны | Аксессуары к мобильным телефонам | Запчасти / аксессуары для бытовой техники | Компьютеры / Комплектующие | Элементы питания | Автозвук | Проекционное оборудование | Оргтехника | Расходные материалы для оргтехники | Системы безопасности и охраны | Автоаксессуары | Навигационное оборудование | Кондиционеры | Электроинструмент | Светотехника | Средства гигиены | Часы / Аксессуары | Садово-парковая мебель / Аксессуары | Садово-огородный инвентарь / техника | Швейное оборудование | Товары для творчества и рукоделия | Посуда | Портьерные ткани / Шторы | Спортивный инвентарь | Постельные принадлежности / Текстиль для дома | Ткани | Хозяйственные товары | Швейная фурнитура | Бытовая химия | Ковры | Декоративные элементы / покрытия | Офисная мебель | Мягкая мебель | Корпусная мебель | Мебель для ванных комнат | Плетёная мебель / изделия | Мебель из стекла | Детская мебель | Бескаркасная мебель | Металлическая мебель для помещений | Пластиковая мебель | Лакокрасочные материалы | Сантехника / Санфаянс | Слесарно-монтажный инструмент | Абразивный инструмент | Измерительный инструмент | Металлорежущий инструмент | Деревообрабатывающий инструмент | Малярный инструмент | Пневмоинструмент | Металлообрабатывающее оборудование | Электронагревательное оборудование | Электротехническая продукция | Электроустановочная продукция | Кабель / Провод | Обои | Настольные игры | Радиоуправляемые модели | Канцелярские товары / Учебные принадлежности | Товары для новорождённых | Спортивная одежда / обувь | Детская одежда | Нижнее бельё | Головные / шейные уборы | Меха / Дублёнки / Кожа | Чулочно-носочные изделия | Трикотажные изделия | Джинсовая одежда | Женская одежда | Мужская одежда | Товары для беременных / Товары для кормящих мам | Верхняя одежда | Школьная форма | Товары для охоты | Велосипеды | Электрические транспортные средства | Медицинские приборы / аппараты | Спортивное питание | Каркасно-тентовые конструкции | Товары для рыбалки | Сумки / Кожгалантерея | Ювелирные изделия | Новогодние товары | Чай / Кофе | Кофемашины | Заказ продовольственных / хозяйственных товаров на дом | Лекарственные препараты, , +7 (495) 730-67-67;8-800-234-60-06,,г. Москва,"Октябрьская, 17"
'70000001025245524,OZON.ru,"OZON.ru, интернет-гипермаркет",,http://www.ozon.ru/?partner=link2gis,Автосервис / Автотовары,Книги | CD / DVD / BD | Аудиотехника / Видеотехника | Игрушки | Сувениры | Бытовая техника | Косметика / Парфюмерия | Зоотовары | Мобильные телефоны | Снаряжение для туризма и отдыха | Строительные материалы | Отделочные материалы | Учебная литература | Телефоны / Радиотелефоны | Аксессуары к мобильным телефонам | Запчасти / аксессуары для бытовой техники | Компьютеры / Комплектующие | Элементы питания | Автозвук | Проекционное оборудование | Оргтехника | Расходные материалы для оргтехники | Системы безопасности и охраны | Автоаксессуары | Навигационное оборудование | Кондиционеры | Электроинструмент | Светотехника | Средства гигиены | Часы / Аксессуары | Садово-парковая мебель / Аксессуары | Садово-огородный инвентарь / техника | Швейное оборудование | Товары для творчества и рукоделия | Посуда | Портьерные ткани / Шторы | Спортивный инвентарь | Постельные принадлежности / Текстиль для дома | Ткани | Хозяйственные товары | Швейная фурнитура | Бытовая химия | Ковры | Декоративные элементы / покрытия | Офисная мебель | Мягкая мебель | Корпусная мебель | Мебель для ванных комнат | Плетёная мебель / изделия | Мебель из стекла | Детская мебель | Бескаркасная мебель | Металлическая мебель для помещений | Пластиковая мебель | Лакокрасочные материалы | Сантехника / Санфаянс | Слесарно-монтажный инструмент | Абразивный инструмент | Измерительный инструмент | Металлорежущий инструмент | Деревообрабатывающий инструмент | Малярный инструмент | Пневмоинструмент | Металлообрабатывающее оборудование | Электронагревательное оборудование | Электротехническая продукция | Электроустановочная продукция | Кабель / Провод | Обои | Настольные игры | Радиоуправляемые модели | Канцелярские товары / Учебные принадлежности | Товары для новорождённых | Спортивная одежда / обувь | Детская одежда | Нижнее бельё | Головные / шейные уборы | Меха / Дублёнки / Кожа | Чулочно-носочные изделия | Трикотажные изделия | Джинсовая одежда | Женская одежда | Мужская одежда | Товары для беременных / Товары для кормящих мам | Верхняя одежда | Школьная форма | Товары для охоты | Велосипеды | Электрические транспортные средства | Медицинские приборы / аппараты | Спортивное питание | Каркасно-тентовые конструкции | Товары для рыбалки | Сумки / Кожгалантерея | Ювелирные изделия | Новогодние товары | Чай / Кофе | Кофемашины | Заказ продовольственных / хозяйственных товаров на дом | Лекарственные препараты, , +7 (495) 730-67-67;8-800-234-60-06,,г. Москва,"Советская площадь, 8"
'70000001025243903,OZON.ru,"OZON.ru, интернет-гипермаркет",,http://www.ozon.ru/?partner=link2gis,Автосервис / Автотовары,Книги | CD / DVD / BD | Аудиотехника / Видеотехника | Игрушки | Сувениры | Бытовая техника | Косметика / Парфюмерия | Зоотовары | Мобильные телефоны | Снаряжение для туризма и отдыха | Строительные материалы | Отделочные материалы | Учебная литература | Телефоны / Радиотелефоны | Аксессуары к мобильным телефонам | Запчасти / аксессуары для бытовой техники | Компьютеры / Комплектующие | Элементы питания | Автозвук | Проекционное оборудование | Оргтехника | Расходные материалы для оргтехники | Системы безопасности и охраны | Автоаксессуары | Навигационное оборудование | Кондиционеры | Электроинструмент | Светотехника | Средства гигиены | Часы / Аксессуары | Садово-парковая мебель / Аксессуары | Садово-огородный инвентарь / техника | Швейное оборудование | Товары для творчества и рукоделия | Посуда | Портьерные ткани / Шторы | Спортивный инвентарь | Постельные принадлежности / Текстиль для дома | Ткани | Хозяйственные товары | Швейная фурнитура | Бытовая химия | Ковры | Декоративные элементы / покрытия | Офисная мебель | Мягкая мебель | Корпусная мебель | Мебель для ванных комнат | Плетёная мебель / изделия | Мебель из стекла | Детская мебель | Бескаркасная мебель | Металлическая мебель для помещений | Пластиковая мебель | Лакокрасочные материалы | Сантехника / Санфаянс | Слесарно-монтажный инструмент | Абразивный инструмент | Измерительный инструмент | Металлорежущий инструмент | Деревообрабатывающий инструмент | Малярный инструмент | Пневмоинструмент | Металлообрабатывающее оборудование | Электронагревательное оборудование | Электротехническая продукция | Электроустановочная продукция | Кабель / Провод | Обои | Настольные игры | Радиоуправляемые модели | Канцелярские товары / Учебные принадлежности | Товары для новорождённых | Спортивная одежда / обувь | Детская одежда | Нижнее бельё | Головные / шейные уборы | Меха / Дублёнки / Кожа | Чулочно-носочные изделия | Трикотажные изделия | Джинсовая одежда | Женская одежда | Мужская одежда | Товары для беременных / Товары для кормящих мам | Верхняя одежда | Школьная форма | Товары для охоты | Велосипеды | Электрические транспортные средства | Медицинские приборы / аппараты | Спортивное питание | Каркасно-тентовые конструкции | Товары для рыбалки | Сумки / Кожгалантерея | Ювелирные изделия | Новогодние товары | Чай / Кофе | Кофемашины | Заказ продовольственных / хозяйственных товаров на дом | Лекарственные препараты, , +7 (495) 730-67-67;8-800-234-60-06,,г. Москва,"Ленина, 32"
'70000001025241466,OZON.ru,"OZON.ru, интернет-гипермаркет",,http://www.ozon.ru/?partner=link2gis,Автосервис / Автотовары,Книги | CD / DVD / BD | Аудиотехника / Видеотехника | Игрушки | Сувениры | Бытовая техника | Косметика / Парфюмерия | Зоотовары | Мобильные телефоны | Снаряжение для туризма и отдыха | Строительные материалы | Отделочные материалы | Учебная литература | Телефоны / Радиотелефоны | Аксессуары к мобильным телефонам | Запчасти / аксессуары для бытовой техники | Компьютеры / Комплектующие | Элементы питания | Автозвук | Проекционное оборудование | Оргтехника | Расходные материалы для оргтехники | Системы безопасности и охраны | Автоаксессуары | Навигационное оборудование | Кондиционеры | Электроинструмент | Светотехника | Средства гигиены | Часы / Аксессуары | Садово-парковая мебель / Аксессуары | Садово-огородный инвентарь / техника | Швейное оборудование | Товары для творчества и рукоделия | Посуда | Портьерные ткани / Шторы | Спортивный инвентарь | Постельные принадлежности / Текстиль для дома | Ткани | Хозяйственные товары | Швейная фурнитура | Бытовая химия | Ковры | Декоративные элементы / покрытия | Офисная мебель | Мягкая мебель | Корпусная мебель | Мебель для ванных комнат | Плетёная мебель / изделия | Мебель из стекла | Детская мебель | Бескаркасная мебель | Металлическая мебель для помещений | Пластиковая мебель | Лакокрасочные материалы | Сантехника / Санфаянс | Слесарно-монтажный инструмент | Абразивный инструмент | Измерительный инструмент | Металлорежущий инструмент | Деревообрабатывающий инструмент | Малярный инструмент | Пневмоинструмент | Металлообрабатывающее оборудование | Электронагревательное оборудование | Электротехническая продукция | Электроустановочная продукция | Кабель / Провод | Обои | Настольные игры | Радиоуправляемые модели | Канцелярские товары / Учебные принадлежности | Товары для новорождённых | Спортивная одежда / обувь | Детская одежда | Нижнее бельё | Головные / шейные уборы | Меха / Дублёнки / Кожа | Чулочно-носочные изделия | Трикотажные изделия | Джинсовая одежда | Женская одежда | Мужская одежда | Товары для беременных / Товары для кормящих мам | Верхняя одежда | Школьная форма | Товары для охоты | Велосипеды | Электрические транспортные средства | Медицинские приборы / аппараты | Спортивное питание | Каркасно-тентовые конструкции | Товары для рыбалки | Сумки / Кожгалантерея | Ювелирные изделия | Новогодние товары | Чай / Кофе | Кофемашины | Заказ продовольственных / хозяйственных товаров на дом | Лекарственные препараты, , +7 (495) 730-67-67;8-800-234-60-06,,г. Москва,"Ленина, 78"
'70000001025243066,OZON.ru,"OZON.ru, интернет-гипермаркет",,http://www.ozon.ru/?partner=link2gis,Автосервис / Автотовары,Книги | CD / DVD / BD | Аудиотехника / Видеотехника | Игрушки | Сувениры | Бытовая техника | Косметика / Парфюмерия | Зоотовары | Мобильные телефоны | Снаряжение для туризма и отдыха | Строительные материалы | Отделочные материалы | Учебная литература | Телефоны / Радиотелефоны | Аксессуары к мобильным телефонам | Запчасти / аксессуары для бытовой техники | Компьютеры / Комплектующие | Элементы питания | Автозвук | Проекционное оборудование | Оргтехника | Расходные материалы для оргтехники | Системы безопасности и охраны | Автоаксессуары | Навигационное оборудование | Кондиционеры | Электроинструмент | Светотехника | Средства гигиены | Часы / Аксессуары | Садово-парковая мебель / Аксессуары | Садово-огородный инвентарь / техника | Швейное оборудование | Товары для творчества и рукоделия | Посуда | Портьерные ткани / Шторы | Спортивный инвентарь | Постельные принадлежности / Текстиль для дома | Ткани | Хозяйственные товары | Швейная фурнитура | Бытовая химия | Ковры | Декоративные элементы / покрытия | Офисная мебель | Мягкая мебель | Корпусная мебель | Мебель для ванных комнат | Плетёная мебель / изделия | Мебель из стекла | Детская мебель | Бескаркасная мебель | Металлическая мебель для помещений | Пластиковая мебель | Лакокрасочные материалы | Сантехника / Санфаянс | Слесарно-монтажный инструмент | Абразивный инструмент | Измерительный инструмент | Металлорежущий инструмент | Деревообрабатывающий инструмент | Малярный инструмент | Пневмоинструмент | Металлообрабатывающее оборудование | Электронагревательное оборудование | Электротехническая продукция | Электроустановочная продукция | Кабель / Провод | Обои | Настольные игры | Радиоуправляемые модели | Канцелярские товары / Учебные принадлежности | Товары для новорождённых | Спортивная одежда / обувь | Детская одежда | Нижнее бельё | Головные / шейные уборы | Меха / Дублёнки / Кожа | Чулочно-носочные изделия | Трикотажные изделия | Джинсовая одежда | Женская одежда | Мужская одежда | Товары для беременных / Товары для кормящих мам | Верхняя одежда | Школьная форма | Товары для охоты | Велосипеды | Электрические транспортные средства | Медицинские приборы / аппараты | Спортивное питание | Каркасно-тентовые конструкции | Товары для рыбалки | Сумки / Кожгалантерея | Ювелирные изделия | Новогодние товары | Чай / Кофе | Кофемашины | Заказ продовольственных / хозяйственных товаров на дом | Лекарственные препараты, , +7 (495) 730-67-67;8-800-234-60-06,,г. Москва,"800 лет Коломны бульвар, 14"
'70000001025241482,OZON.ru,"OZON.ru, интернет-гипермаркет",,http://www.ozon.ru/?partner=link2gis,Автосервис / Автотовары,Книги | CD / DVD / BD | Аудиотехника / Видеотехника | Игрушки | Сувениры | Бытовая техника | Косметика / Парфюмерия | Зоотовары | Мобильные телефоны | Снаряжение для туризма и отдыха | Строительные материалы | Отделочные материалы | Учебная литература | Телефоны / Радиотелефоны | Аксессуары к мобильным телефонам | Запчасти / аксессуары для бытовой техники | Компьютеры / Комплектующие | Элементы питания | Автозвук | Проекционное оборудование | Оргтехника | Расходные материалы для оргтехники | Системы безопасности и охраны | Автоаксессуары | Навигационное оборудование | Кондиционеры | Электроинструмент | Светотехника | Средства гигиены | Часы / Аксессуары | Садово-парковая мебель / Аксессуары | Садово-огородный инвентарь / техника | Швейное оборудование | Товары для творчества и рукоделия | Посуда | Портьерные ткани / Шторы | Спортивный инвентарь | Постельные принадлежности / Текстиль для дома | Ткани | Хозяйственные товары | Швейная фурнитура | Бытовая химия | Ковры | Декоративные элементы / покрытия | Офисная мебель | Мягкая мебель | Корпусная мебель | Мебель для ванных комнат | Плетёная мебель / изделия | Мебель из стекла | Детская мебель | Бескаркасная мебель | Металлическая мебель для помещений | Пластиковая мебель | Лакокрасочные материалы | Сантехника / Санфаянс | Слесарно-монтажный инструмент | Абразивный инструмент | Измерительный инструмент | Металлорежущий инструмент | Деревообрабатывающий инструмент | Малярный инструмент | Пневмоинструмент | Металлообрабатывающее оборудование | Электронагревательное оборудование | Электротехническая продукция | Электроустановочная продукция | Кабель / Провод | Обои | Настольные игры | Радиоуправляемые модели | Канцелярские товары / Учебные принадлежности | Товары для новорождённых | Спортивная одежда / обувь | Детская одежда | Нижнее бельё | Головные / шейные уборы | Меха / Дублёнки / Кожа | Чулочно-носочные изделия | Трикотажные изделия | Джинсовая одежда | Женская одежда | Мужская одежда | Товары для беременных / Товары для кормящих мам | Верхняя одежда | Школьная форма | Товары для охоты | Велосипеды | Электрические транспортные средства | Медицинские приборы / аппараты | Спортивное питание | Каркасно-тентовые конструкции | Товары для рыбалки | Сумки / Кожгалантерея | Ювелирные изделия | Новогодние товары | Чай / Кофе | Кофемашины | Заказ продовольственных / хозяйственных товаров на дом | Лекарственные препараты, , +7 (495) 730-67-67;8-800-234-60-06,,г. Москва,"Ленина, 44а"
'70000001025241456,OZON.ru,"OZON.ru, интернет-гипермаркет",,http://www.ozon.ru/?partner=link2gis,Автосервис / Автотовары,Книги | CD / DVD / BD | Аудиотехника / Видеотехника | Игрушки | Сувениры | Бытовая техника | Косметика / Парфюмерия | Зоотовары | Мобильные телефоны | Снаряжение для туризма и отдыха | Строительные материалы | Отделочные материалы | Учебная литература | Телефоны / Радиотелефоны | Аксессуары к мобильным телефонам | Запчасти / аксессуары для бытовой техники | Компьютеры / Комплектующие | Элементы питания | Автозвук | Проекционное оборудование | Оргтехника | Расходные материалы для оргтехники | Системы безопасности и охраны | Автоаксессуары | Навигационное оборудование | Кондиционеры | Электроинструмент | Светотехника | Средства гигиены | Часы / Аксессуары | Садово-парковая мебель / Аксессуары | Садово-огородный инвентарь / техника | Швейное оборудование | Товары для творчества и рукоделия | Посуда | Портьерные ткани / Шторы | Спортивный инвентарь | Постельные принадлежности / Текстиль для дома | Ткани | Хозяйственные товары | Швейная фурнитура | Бытовая химия | Ковры | Декоративные элементы / покрытия | Офисная мебель | Мягкая мебель | Корпусная мебель | Мебель для ванных комнат | Плетёная мебель / изделия | Мебель из стекла | Детская мебель | Бескаркасная мебель | Металлическая мебель для помещений | Пластиковая мебель | Лакокрасочные материалы | Сантехника / Санфаянс | Слесарно-монтажный инструмент | Абразивный инструмент | Измерительный инструмент | Металлорежущий инструмент | Деревообрабатывающий инструмент | Малярный инструмент | Пневмоинструмент | Металлообрабатывающее оборудование | Электронагревательное оборудование | Электротехническая продукция | Электроустановочная продукция | Кабель / Провод | Обои | Настольные игры | Радиоуправляемые модели | Канцелярские товары / Учебные принадлежности | Товары для новорождённых | Спортивная одежда / обувь | Детская одежда | Нижнее бельё | Головные / шейные уборы | Меха / Дублёнки / Кожа | Чулочно-носочные изделия | Трикотажные изделия | Джинсовая одежда | Женская одежда | Мужская одежда | Товары для беременных / Товары для кормящих мам | Верхняя одежда | Школьная форма | Товары для охоты | Велосипеды | Электрические транспортные средства | Медицинские приборы / аппараты | Спортивное питание | Каркасно-тентовые конструкции | Товары для рыбалки | Сумки / Кожгалантерея | Ювелирные изделия | Новогодние товары | Чай / Кофе | Кофемашины | Заказ продовольственных / хозяйственных товаров на дом | Лекарственные препараты, , +7 (495) 730-67-67;8-800-234-60-06,,г. Москва,"Ленина, 90"
'70000001025245525,OZON.ru,"OZON.ru, интернет-гипермаркет",,http://www.ozon.ru/?partner=link2gis,Автосервис / Автотовары,Книги | CD / DVD / BD | Аудиотехника / Видеотехника | Игрушки | Сувениры | Бытовая техника | Косметика / Парфюмерия | Зоотовары | Мобильные телефоны | Снаряжение для туризма и отдыха | Строительные материалы | Отделочные материалы | Учебная литература | Телефоны / Радиотелефоны | Аксессуары к мобильным телефонам | Запчасти / аксессуары для бытовой техники | Компьютеры / Комплектующие | Элементы питания | Автозвук | Проекционное оборудование | Оргтехника | Расходные материалы для оргтехники | Системы безопасности и охраны | Автоаксессуары | Навигационное оборудование | Кондиционеры | Электроинструмент | Светотехника | Средства гигиены | Часы / Аксессуары | Садово-парковая мебель / Аксессуары | Садово-огородный инвентарь / техника | Швейное оборудование | Товары для творчества и рукоделия | Посуда | Портьерные ткани / Шторы | Спортивный инвентарь | Постельные принадлежности / Текстиль для дома | Ткани | Хозяйственные товары | Швейная фурнитура | Бытовая химия | Ковры | Декоративные элементы / покрытия | Офисная мебель | Мягкая мебель | Корпусная мебель | Мебель для ванных комнат | Плетёная мебель / изделия | Мебель из стекла | Детская мебель | Бескаркасная мебель | Металлическая мебель для помещений | Пластиковая мебель | Лакокрасочные материалы | Сантехника / Санфаянс | Слесарно-монтажный инструмент | Абразивный инструмент | Измерительный инструмент | Металлорежущий инструмент | Деревообрабатывающий инструмент | Малярный инструмент | Пневмоинструмент | Металлообрабатывающее оборудование | Электронагревательное оборудование | Электротехническая продукция | Электроустановочная продукция | Кабель / Провод | Обои | Настольные игры | Радиоуправляемые модели | Канцелярские товары / Учебные принадлежности | Товары для новорождённых | Спортивная одежда / обувь | Детская одежда | Нижнее бельё | Головные / шейные уборы | Меха / Дублёнки / Кожа | Чулочно-носочные изделия | Трикотажные изделия | Джинсовая одежда | Женская одежда | Мужская одежда | Товары для беременных / Товары для кормящих мам | Верхняя одежда | Школьная форма | Товары для охоты | Велосипеды | Электрические транспортные средства | Медицинские приборы / аппараты | Спортивное питание | Каркасно-тентовые конструкции | Товары для рыбалки | Сумки / Кожгалантерея | Ювелирные изделия | Новогодние товары | Чай / Кофе | Кофемашины | Заказ продовольственных / хозяйственных товаров на дом | Лекарственные препараты, , +7 (495) 730-67-67;8-800-234-60-06,,г. Москва,"Ленина проспект, 20"
'70000001025101734,F!T SERVICE,"F!T SERVICE, федеральная сеть станций послегарантийного обслуживания",,http://fitauto.ru,Автосервис / Автотовары,Авторемонт и техобслуживание (СТО) | Шиномонтаж | Услуги по отогреву автомобиля | Контрактные автозапчасти | Кузовной ремонт | Автоэмали | Автомойки | Ремонт выхлопных систем | Ремонт топливной аппаратуры дизельных двигателей | Ремонт МКПП | Автозапчасти для иномарок | Автомасла / Мотомасла / Химия | Автомобильные аккумуляторы | Аппаратная замена масла | Развал / Схождение | Ремонт / обслуживание климатических систем автомобиля | Ремонт автоэлектрики | Ремонт бензиновых двигателей | Ремонт ходовой части автомобиля | Ремонт электронных систем управления автомобиля | Автосигнализации | Ремонт АКПП | Автозапчасти / Автоаксессуары, , +7 (499) 402-91-12;+7 (499) 322-77-44,,"г. Москва, Чоботы пос.","Новые Сады 6-я, 2 к1"
'70000001025434073,Автолайт,"Автолайт, автосалон",,http://www.autolight.ru | http://www.taganka.autolight.ru,Автосервис / Автотовары,Автозапчасти для иномарок | Шиномонтаж | Продажа легковых автомобилей | Продажа автобусов | Авторемонт и техобслуживание (СТО) | Ремонт ходовой части автомобиля | Кузовной ремонт | Ремонт дизельных двигателей | Ремонт бензиновых двигателей | Аппаратная замена масла | Ремонт автоэлектрики | Компьютерная диагностика автомобилей | Автомойки | Тюнинг | Автозапчасти / Автоаксессуары, , +7 (495) 787-74-74,,г. Москва,"Воронцовская, 41"
'70000001025085402,Максимум,"Максимум, автосервис",,http://avtoservis-sao.ru,Автосервис / Автотовары,Авторемонт и техобслуживание (СТО) | Кузовной ремонт | Развал / Схождение | Компьютерная диагностика автомобилей | Шиномонтаж | Ремонт автоэлектрики | Автозапчасти для иномарок | Аппаратная замена масла, +7-925-548-42-44, +7 (499) 707-22-77,,г. Москва,"Ильменский проезд, 10 ст1а"
'70000001025589083,На Колесах.ru,"На Колесах.ru, сеть торгово-сервисных центров",,http://www.nakolesah.ru,Автосервис / Автотовары,Шины / Диски | Шиномонтаж | Хранение шин | Аппаратная замена масла | Автозапчасти / Автоаксессуары | Ремонт ходовой части автомобиля | Установка / ремонт автостёкол | Авторемонт и техобслуживание (СТО), , +7 (495) 380-10-10;8-800-707-00-50,,г. Москва,"Свободы, 31 ст2"
'70000001025501786,РОВЕРКАР,"РОВЕРКАР, компания по ремонту и обслуживанию автомобилей Land Rover",,http://www.rovercar.ru,Автосервис / Автотовары,Автозапчасти для иномарок | Авторемонт и техобслуживание (СТО) | Ремонт дизельных двигателей | Ремонт бензиновых двигателей | Ремонт / обслуживание климатических систем автомобиля | Ремонт карбюраторов / инжекторов | Аппаратная замена масла | Ремонт топливной аппаратуры дизельных двигателей | Ремонт выхлопных систем | Компьютерная диагностика автомобилей | Ремонт МКПП | Установка / ремонт автомобильной оптики | Антикоррозийная обработка автомобилей | Развал / Схождение | Установка / ремонт автостёкол | Ремонт АКПП | Шиномонтаж, , +7 (495) 970-02-74;+7 (495) 652-61-97,,г. Москва,"Бирюсинка, 6 к1-5"
